id,prompt_text,prompt_token_count,has_complexity_term,turn_type,context_window_tokens,context_provided,task_type,tier_floor,escalation_score,tier
149,Refactor this TypeScript session store to be async and keep the behaviour identical. Add type hints throughout and make it pass strict mode. Explain the trade-off you made on the retry strategy.,43,True,multi_turn,2290,True,Code Generation,3,2,3
150,"Rewrite the landing page headline attached for the ops team. Keep it under 4 words. Avoid naming any competitor, even indirectly. Keep every sentence under 20 words so it stays scannable on mobile. Give me three alternative headline options at the end. Do not use bullet points anywhere in the body. Assume the reader has already seen the teaser we sent last week. Do not promise any delivery date we have not publicly committed to. Open with a customer problem rather than a feature list. Flag anywhere you had to invent a detail I will need to check. Match the tone of the style guide pasted below rather than your default voice. Mirror the structure of the last announcement so the series feels consistent.",167,False,one_shot,12390,True,Rewrite,3,2,3
151,Refactor this Python CSV parser to be async and keep the behaviour identical. Keep it compatible with the current config format so nothing needs migrating. Make the logging structured so it parses cleanly downstream.,46,False,one_shot,17270,True,Code Generation,3,2,3
152,"Answer these from the grant proposal below only: what is the invoice total, who owns it, and what happens if the deadline slips? Keep the scope to what is actually in front of you, not the wider market. Where two sources disagree, say which one you weighted more and why. Tell me what evidence would change your mind on the main claim. Show your reasoning for each judgement rather than just the conclusion. Separate clearly what the data supports from what is your inference. Distinguish the near-term implications from the structural ones. If the framing itself is wrong, say so before answering.",138,True,one_shot,13350,True,Closed QA,1,3,2
153,Pull the top five takeaways out of the onboarding guide below and note anything the author leaves unsupported. Show your reasoning for each judgement rather than just the conclusion. Separate clearly what the data supports from what is your inference.,54,False,one_shot,2580,True,Summarization,2,0,2
154,Build me a spreadsheet from the customer review batchs attached. Flag any duplicate entries rather than silently collapsing them. Treat blank and zero as different things. Strip out the internal test records before you count anything. Leave the cell blank rather than guessing when a value is missing. Sort the output by the most recent date first. Normalise the currency values to USD and say what rate you used. Note which records you were unsure about and why. Preserve the original ordering of the records. Add a final row with the totals for the numeric columns. Return the result as a table with one row per record. Do not reformat any field I have not asked you to touch. Add a count of how many records fell into each bucket.,176,False,multi_turn,17560,True,Extraction,1,4,3
155,"Act as a product coach and review the grant proposal attached the way they would. Sanity check the arithmetic before you present any figure. Tell me what evidence would change your mind on the main claim. Note where the sample is too small to carry the conclusion. Call out the two weakest points in the argument as you see them. If the framing itself is wrong, say so before answering. Flag anything where the source is ambiguous instead of guessing.",108,False,one_shot,9130,True,Other,3,1,3
156,Give me the short version of the shift handover log attached.,15,False,one_shot,2830,True,Summarization,2,0,2
157,"How does student housing actually work, roughly?",9,False,one_shot,0,False,Open QA,1,0,1
158,"Using only the grant proposal below, does it say anything about retail banking in Kenya?",20,False,one_shot,2820,True,Closed QA,1,0,1
159,What could we do about churn in the free tier that we haven't already tried? Show your reasoning for each judgement rather than just the conclusion.,35,False,multi_turn,5860,True,Brainstorming,3,2,3
160,Give me the short version of the support thread attached.,14,False,one_shot,4800,True,Summarization,2,1,2
161,I need a product description about student housing by tomorrow. Include two short quotes attributed to the engineering lead. End with a call to action pointing at the docs. Work in the three pricing tiers without making it read like a price list. Leave a placeholder where the legal team needs to insert the disclaimer. Assume the reader has already seen the teaser we sent last week. Keep every sentence under 20 words so it stays scannable on mobile. Do not use bullet points anywhere in the body. Open with a customer problem rather than a feature list.,132,False,one_shot,0,False,Text Generation,1,1,1
162,"Wait, does that change if the timeline slips by a month?",15,False,multi_turn,3750,True,Chatbot,3,1,3
163,Go through the customer review batchs attached and mark which ones touch on student housing. Tell me how many records you skipped and on what grounds. Preserve the original ordering of the records. Add a final row with the totals for the numeric columns. Leave the cell blank rather than guessing when a value is missing. Strip out the internal test records before you count anything. Do not reformat any field I have not asked you to touch. Return the result as a table with one row per record. Keep the original identifiers so I can join this back to the source. Sort the output by the most recent date first. Normalise the currency values to USD and say what rate you used.,166,False,one_shot,16610,True,Classification,2,3,3
164,"Based on the attached support thread, when is the invoice total?",15,False,one_shot,1400,True,Closed QA,1,0,1
165,"Answer these from the insurance claim file below only: what is the invoice total, who owns it, and what happens if the deadline slips? Show your reasoning for each judgement rather than just the conclusion. Compare it against the version we discussed earlier in this thread. Give a rough confidence level for each conclusion and say what would raise it. Distinguish the near-term implications from the structural ones.",92,True,one_shot,3710,True,Closed QA,1,1,1
166,"Using only the policy document below, does it say anything about esports sponsorship?",18,False,one_shot,5350,True,Closed QA,1,1,1
167,What is the capital of Marrakech's region and roughly how many people live there?,19,False,one_shot,0,False,Open QA,1,0,1
168,"Give me a first draft of a internal memo for a non-technical exec, based on the grant proposal below. Avoid naming any competitor, even indirectly. Work in the three pricing tiers without making it read like a price list. Flag anywhere you had to invent a detail I will need to check.",70,False,one_shot,3820,True,Text Generation,1,0,1
169,What could we do about support tickets spiking every Monday that we haven't already tried? Call out the two weakest points in the argument as you see them. Note any assumption you had to make to get there.,51,False,one_shot,2380,True,Brainstorming,3,0,3
170,Condense that into a paragraph new hires could read in 30 seconds. Leave a placeholder where the legal team needs to insert the disclaimer.,32,False,multi_turn,4390,True,Summarization,2,2,3
171,Is urban composting regulated differently in the EU than in the US?,16,False,one_shot,1240,True,Open QA,1,0,1
172,"Why did container shipping take off when it did, and what would have to change for it to stall? Show your reasoning for each judgement rather than just the conclusion. Give a rough confidence level for each conclusion and say what would raise it. Tell me what evidence would change your mind on the main claim. Flag anything where the source is ambiguous instead of guessing.",89,False,one_shot,0,False,Open QA,1,0,1
173,Write the conference abstract for our new microfinance product. Do not promise any delivery date we have not publicly committed to. Open with a customer problem rather than a feature list. Then analyse which section is weakest for that audience and say why. Include two short quotes attributed to the engineering lead. Write it so high school students could follow it without any background in the area. Flag anywhere you had to invent a detail I will need to check. Keep every sentence under 20 words so it stays scannable on mobile. Use British spelling throughout. Keep it under 150 words. Mirror the structure of the last announcement so the series feels consistent. End with a call to action pointing at the docs.,166,True,one_shot,1830,True,Text Generation,1,2,2
174,I need the severity level for the Q3 filing out of the customer review batch below.,22,False,multi_turn,1320,True,Extraction,1,1,1
175,Which of these 20 entries are worth escalating?,11,False,multi_turn,1820,True,Classification,2,1,2
176,"Port this rate limiter from Kotlin to Ruby. Keep the public interface exactly as it is today. Handle the timeout case explicitly rather than letting it bubble. Assume this runs in a container with no persistent disk. Avoid any global mutable state. Add unit tests covering the error paths, not just the happy path.",73,False,one_shot,22500,True,Code Generation,3,2,3
177,I need a cover letter about warehouse automation by tomorrow. Mirror the structure of the last announcement so the series feels consistent. Assume the reader has already seen the teaser we sent last week. End with a call to action pointing at the docs. Keep every sentence under 20 words so it stays scannable on mobile. Match the tone of the style guide pasted below rather than your default voice. Give me three alternative headline options at the end. Write it so a procurement committee could follow it without any background in the area. Flag anywhere you had to invent a detail I will need to check.,144,False,one_shot,1330,True,Text Generation,1,1,1
178,"Give me a first draft of a cover letter for the ops team, based on the lease agreement below. Keep every sentence under 20 words so it stays scannable on mobile. Use British spelling throughout. Do not promise any delivery date we have not publicly committed to. Do not use bullet points anywhere in the body.",76,False,one_shot,5060,True,Text Generation,1,1,1
179,Pull the deadline from each of the 50 policy documents attached.,15,False,one_shot,14120,True,Extraction,1,1,1
180,Rewrite this product description so it sounds less formal.,12,False,one_shot,1330,True,Rewrite,3,0,3
181,"How does warehouse automation actually work, roughly?",9,False,one_shot,0,False,Open QA,1,0,1
182,"Pull the top five takeaways out of the Slack export below and note anything the author leaves unsupported. Rank the findings by how much each would change the decision. Give a rough confidence level for each conclusion and say what would raise it. Where two sources disagree, say which one you weighted more and why.",74,True,multi_turn,6010,True,Summarization,2,3,3
183,"Write the product description for our new campus food waste product. Keep it under 8 words. Use British spelling throughout. Include two short quotes attributed to the engineering lead. Leave a placeholder where the legal team needs to insert the disclaimer. Give me three alternative headline options at the end. Avoid naming any competitor, even indirectly. Flag anywhere you had to invent a detail I will need to check. End with a call to action pointing at the docs. Assume the reader has already seen the teaser we sent last week. Do not use bullet points anywhere in the body. Match the tone of the style guide pasted below rather than your default voice. Keep every sentence under 20 words so it stays scannable on mobile. Mirror the structure of the last announcement so the series feels consistent.",186,False,one_shot,1780,True,Text Generation,1,1,1
184,Refactor this Kotlin pagination helper to be async and keep the behaviour identical. Keep the existing test suite passing without editing the tests.,31,False,multi_turn,12190,True,Code Generation,3,2,3
185,Give me the short version of the customer review batch attached.,15,False,one_shot,4160,True,Summarization,2,1,2
186,"Based on the attached onboarding guide, when is the payment term?",15,False,one_shot,1750,True,Closed QA,1,0,1
187,"Label each of the 25 entries in the vendor contract below as billing, technical or account access. Tell me how many records you skipped and on what grounds.",38,False,multi_turn,3830,True,Classification,2,1,2
188,"Edit the customer review batch below so it reads more confident, then analyse what changed in tone versus the original. Avoid naming any competitor, even indirectly. Write it so high school students could follow it without any background in the area. Do not use bullet points anywhere in the body.",68,True,one_shot,14190,True,Rewrite,3,2,3
189,Is secondhand fashion resale regulated differently in the EU than in the US? Note where the sample is too small to carry the conclusion.,32,False,one_shot,0,False,Open QA,1,0,1
190,Write a 200-sentence landing page headline for the northern depot. Do not use bullet points anywhere in the body.,26,False,one_shot,0,False,Text Generation,1,0,1
191,What would it take to get into urban composting with no background in it? Note where the sample is too small to carry the conclusion.,34,False,one_shot,0,False,Open QA,1,0,1
192,Summarise the key decisions and owners from this RFP response.,14,True,one_shot,3560,True,Summarization,2,1,2
193,Condense that into a paragraph first-time investors could read in 30 seconds.,16,False,multi_turn,5010,True,Summarization,2,2,3
194,Write a Python function that validates postcodes.,9,False,one_shot,1300,True,Code Generation,3,0,3
195,Extract every author affiliation and renewal date from the Slack export below and put them in a table. Tell me how many records you skipped and on what grounds.,39,False,one_shot,1700,True,Extraction,1,0,1
196,"Go through the 75 onboarding guides in this thread, extract the payment term and counterparty name for each, then compare them and flag anything inconsistent. Where two sources disagree, say which one you weighted more and why.",50,True,multi_turn,77000,True,Extraction,1,4,3
197,"Go back over all the board decks in this thread and summarise how the story on secondhand fashion resale changed over time, keeping the numbers that support each shift. Show your reasoning for each judgement rather than just the conclusion. Point out anything a reviewer would immediately push back on. Rank the findings by how much each would change the decision.",82,True,multi_turn,46670,True,Summarization,2,4,3
198,"According to the customer review batch above, what deadline was recorded for the second trial arm?",22,False,one_shot,4440,True,Closed QA,1,1,1
199,Make that version more concise.,7,False,multi_turn,4580,True,Rewrite,3,2,3
200,"Go through the 25 grant proposals in this thread, extract the postcode and job title for each, then compare them and flag anything inconsistent. Compare it against the version we discussed earlier in this thread.",47,True,multi_turn,34200,True,Extraction,1,4,3
201,"Why did esports sponsorship take off when it did, and what would have to change for it to stall? Separate clearly what the data supports from what is your inference. Sanity check the arithmetic before you present any figure. Where two sources disagree, say which one you weighted more and why.",69,True,one_shot,780,True,Open QA,1,1,1
202,"Why did creator payouts take off when it did, and what would have to change for it to stall? Note where the sample is too small to carry the conclusion. Flag anything where the source is ambiguous instead of guessing. Sanity check the arithmetic before you present any figure. Show your reasoning for each judgement rather than just the conclusion. Point out anything a reviewer would immediately push back on.",94,False,one_shot,0,False,Open QA,1,0,1
203,"From the Slack export below, list all the dosages that appear.",15,False,one_shot,580,True,Extraction,1,0,1
204,"How does desalination actually work, roughly?",8,False,one_shot,0,False,Open QA,1,0,1
205,Pull the escalation owner from each of the 6 policy documents attached. Add a count of how many records fell into each bucket.,31,False,one_shot,3770,True,Extraction,1,0,1
206,"Go through the 5 support threads in this thread, extract the SKU and escalation owner for each, then compare them and flag anything inconsistent. Give a rough confidence level for each conclusion and say what would raise it.",51,True,one_shot,59830,True,Extraction,1,3,2
207,"What would it take to get into swarm robotics with no background in it? Where two sources disagree, say which one you weighted more and why. Show your reasoning for each judgement rather than just the conclusion. Give a rough confidence level for each conclusion and say what would raise it.",69,True,multi_turn,460,True,Open QA,1,2,2
208,Refactor this Python connection pool to be async and keep the behaviour identical. Leave a comment wherever the behaviour is deliberately non-obvious. Assume this runs in a container with no persistent disk. Handle the timeout case explicitly rather than letting it bubble.,57,False,multi_turn,4820,True,Code Generation,3,2,3
209,"Port this job queue from Rust to Ruby. Keep the public interface exactly as it is today. Include a short docstring for each public function. Leave a comment wherever the behaviour is deliberately non-obvious. Keep it compatible with the current config format so nothing needs migrating. Benchmark the hot path and tell me if the change costs anything. Add unit tests covering the error paths, not just the happy path.",94,False,one_shot,76760,True,Code Generation,3,2,3
210,"Edit the user interview notes below so it reads friendlier, then analyse what changed in tone versus the original. Include two short quotes attributed to the engineering lead.",38,True,one_shot,4980,True,Rewrite,3,2,3
211,"Why did remote patient monitoring take off when it did, and what would have to change for it to stall? Point out anything a reviewer would immediately push back on. Compare it against the version we discussed earlier in this thread. Separate clearly what the data supports from what is your inference. Keep the scope to what is actually in front of you, not the wider market. Sanity check the arithmetic before you present any figure.",103,True,one_shot,0,False,Open QA,1,1,1
212,Pull the top five takeaways out of the vendor contract below and note anything the author leaves unsupported. Separate clearly what the data supports from what is your inference.,39,False,one_shot,6690,True,Summarization,2,1,2
213,Summarise the user interview notes below in 20 bullets. Rank the findings by how much each would change the decision.,27,True,multi_turn,5890,True,Summarization,2,3,3
214,I need the payment term for the Q3 filing out of the board deck below.,20,False,one_shot,1090,True,Extraction,1,0,1
215,"Go back over all the meeting transcripts in this thread and summarise how the story on urban composting changed over time, keeping the numbers that support each shift. Give a rough confidence level for each conclusion and say what would raise it. Point out anything a reviewer would immediately push back on.",70,True,multi_turn,71690,True,Summarization,2,4,3
216,Refactor this Python pagination helper to be async and keep the behaviour identical. Make the logging structured so it parses cleanly downstream. Avoid any global mutable state. Include a short docstring for each public function.,47,False,multi_turn,16270,True,Code Generation,3,3,3
217,"Why did container shipping take off when it did, and what would have to change for it to stall? Sanity check the arithmetic before you present any figure. Distinguish the near-term implications from the structural ones. Compare it against the version we discussed earlier in this thread. Flag anything where the source is ambiguous instead of guessing.",77,True,one_shot,1570,True,Open QA,1,1,1
218,"Tag each row in the Slack export below, then compare the distribution against the batch I sent earlier. Give a rough confidence level for each conclusion and say what would raise it.",43,True,multi_turn,36850,True,Classification,2,4,3
219,"According to the support thread above, what contract value was recorded for the Q3 filing?",20,False,multi_turn,1340,True,Closed QA,1,1,1
220,Does the product spec attached support the claim about swarm robotics? Quote the line if so. Show your reasoning for each judgement rather than just the conclusion. Call out the two weakest points in the argument as you see them.,54,False,one_shot,13360,True,Closed QA,1,1,1
221,Classify the records in the policy document attached by escalation owner. Do not reformat any field I have not asked you to touch.,31,False,one_shot,1650,True,Classification,2,0,2
222,Write a internal memo aimed at the board. Give me three alternative headline options at the end.,23,False,one_shot,1610,True,Text Generation,1,0,1
223,Debug why this caching layer drops requests under load. Include a short docstring for each public function. Explain the trade-off you made on the retry strategy.,35,True,one_shot,5080,True,Code Generation,3,2,3
224,Summarise the customer review batch below in 25 bullets.,12,True,one_shot,1980,True,Summarization,2,1,2
225,"Give me a first draft of a release note for a procurement committee, based on the incident postmortem below. Then analyse which section is weakest for that audience and say why. Write it so our support team could follow it without any background in the area.",62,True,one_shot,5290,True,Text Generation,1,2,2
226,Extract every phone number and contract value from the grant proposal below and put them in a table.,24,False,one_shot,5200,True,Extraction,1,1,1
227,"Ok so given what we said about moving the team to a four-day week, what should I actually do this week? Keep the scope to what is actually in front of you, not the wider market.",49,False,multi_turn,13430,True,Chatbot,3,2,3
228,"Based on the attached lease agreement, when is the deadline?",14,False,one_shot,1460,True,Closed QA,1,0,1
229,Give me just the escalation owner from the text above.,14,False,one_shot,1380,True,Extraction,1,0,1
230,Summarise the key decisions and owners from this lease agreement.,14,True,one_shot,640,True,Summarization,2,1,2
231,Now add payment term handling to that feature flag client.,14,False,multi_turn,1900,True,Code Generation,3,1,3
232,Write a 6-sentence internal memo for the 2024 renewal. Flag anywhere you had to invent a detail I will need to check.,30,False,one_shot,0,False,Text Generation,1,0,1
233,"Given everything we covered about indoor air quality, compare the two options again and tell me which holds up better under pressure. Flag anything where the source is ambiguous instead of guessing. Call out the two weakest points in the argument as you see them.",61,True,one_shot,3110,True,Open QA,1,1,1
234,Pull the top five takeaways out of the support thread below and note anything the author leaves unsupported. Point out anything a reviewer would immediately push back on. Flag anything where the source is ambiguous instead of guessing. Sanity check the arithmetic before you present any figure.,63,False,one_shot,4660,True,Summarization,2,1,2
235,Which of these 40 entries are worth escalating?,11,False,one_shot,5080,True,Classification,2,1,2
236,"Given everything we covered about microfinance, compare the two options again and tell me which holds up better under pressure. Compare it against the version we discussed earlier in this thread. Separate clearly what the data supports from what is your inference.",57,True,multi_turn,5880,True,Open QA,1,3,2
237,Classify the records in the lease agreement attached by author affiliation. Strip out the internal test records before you count anything.,28,False,one_shot,510,True,Classification,2,0,2
238,Which of these 75 entries are worth escalating? Do not reformat any field I have not asked you to touch.,27,False,one_shot,3060,True,Classification,2,0,2
239,Give me just the deadline from the text above.,12,False,one_shot,1390,True,Extraction,1,0,1
240,Write the support macro for our new secondhand fashion resale product. Use British spelling throughout. Keep every sentence under 20 words so it stays scannable on mobile. Include two short quotes attributed to the engineering lead. Give me three alternative headline options at the end. Do not promise any delivery date we have not publicly committed to. Work in the three pricing tiers without making it read like a price list. Keep it under 30 words. End with a call to action pointing at the docs.,116,False,one_shot,2980,True,Text Generation,1,0,1
241,Refactor this Go pagination helper to be async and keep the behaviour identical. Keep the public interface exactly as it is today. Do not add any new third-party dependencies.,39,False,one_shot,6500,True,Code Generation,3,1,3
242,Give me the short version of the earnings call transcript attached.,15,False,multi_turn,750,True,Summarization,2,1,2
243,Sort these 30 items into the three buckets we agreed on earlier. Sort the output by the most recent date first. Leave the cell blank rather than guessing when a value is missing.,45,False,multi_turn,1140,True,Classification,2,1,2
244,Pull the phone number from each of the 40 grant proposals attached. Add a final row with the totals for the numeric columns.,31,False,one_shot,10140,True,Extraction,1,1,1
245,Which of these 10 entries are worth escalating? Note which records you were unsure about and why.,23,False,multi_turn,5170,True,Classification,2,2,3
246,Extract every email address and SKU from the audit report below and put them in a table.,23,False,one_shot,2700,True,Extraction,1,0,1
247,Debug why this rate limiter drops requests under load. Add type hints throughout and make it pass strict mode. Keep the public interface exactly as it is today. Leave a comment wherever the behaviour is deliberately non-obvious.,50,False,one_shot,13730,True,Code Generation,3,1,3
248,"Build a Go CSV parser for our service. Add unit tests covering the error paths, not just the happy path. Do not add any new third-party dependencies. Keep the public interface exactly as it is today. Handle the timeout case explicitly rather than letting it bubble. Keep it compatible with the current config format so nothing needs migrating. Include a short docstring for each public function. Assume this runs in a container with no persistent disk.",103,False,one_shot,1440,True,Code Generation,3,0,3
249,What could we do about a stalled enterprise pipeline that we haven't already tried? Note any assumption you had to make to get there. Point out anything a reviewer would immediately push back on. Call out the two weakest points in the argument as you see them.,63,False,one_shot,14220,True,Brainstorming,3,1,3
250,Plan a 150-day itinerary for Medellin around warehouse automation. Keep it under 4 words. Do not use bullet points anywhere in the body. Use British spelling throughout. Mirror the structure of the last announcement so the series feels consistent.,53,False,one_shot,1730,True,Other,3,0,3
251,Summarise the key decisions and owners from this board deck.,14,True,one_shot,3000,True,Summarization,2,1,2
252,Classify the records in the earnings call transcript attached by deadline. Use ISO dates throughout. Return the result as a table with one row per record.,35,False,one_shot,2060,True,Classification,2,0,2
253,Brainstorm 5 ideas for grid-scale storage.,8,False,one_shot,0,False,Brainstorming,3,0,3
254,"Label each of the 12 entries in the earnings call transcript below as billing, technical or account access. Strip out the internal test records before you count anything.",38,False,one_shot,1530,True,Classification,2,0,2
255,Now add dosage handling to that audit logger. Write it so it degrades gracefully when the upstream is down. Avoid any global mutable state.,32,False,multi_turn,9840,True,Code Generation,3,2,3
256,Roleplay as a tax auditor and interview me about student housing. Distinguish the near-term implications from the structural ones.,26,True,multi_turn,1390,True,Other,3,2,3
257,"Act as a product coach and review the Slack export attached the way they would. Note where the sample is too small to carry the conclusion. Show your reasoning for each judgement rather than just the conclusion. Tell me what evidence would change your mind on the main claim. Rank the findings by how much each would change the decision. Note any assumption you had to make to get there. Flag anything where the source is ambiguous instead of guessing. Where two sources disagree, say which one you weighted more and why. Distinguish the near-term implications from the structural ones. Compare it against the version we discussed earlier in this thread. Give a rough confidence level for each conclusion and say what would raise it.",169,True,multi_turn,16460,True,Other,3,5,3
258,Give me just the email address from the text above.,14,False,one_shot,520,True,Extraction,1,0,1
259,Rewrite this cover letter so it sounds less salesy.,12,False,one_shot,1350,True,Rewrite,3,0,3
260,Summarise the Slack export below in 40 bullets. Call out the two weakest points in the argument as you see them.,28,True,one_shot,3810,True,Summarization,2,1,2
261,"Give me 30 angles on retail banking in Kenya, then analyse which three are most defensible.",22,True,multi_turn,1170,True,Brainstorming,3,2,3
262,"Looking back at the user interview notes I shared earlier, what did it say about the Q3 filing?",24,False,multi_turn,3930,True,Closed QA,1,1,1
263,Classify the records in the RFP response attached by postcode.,14,False,multi_turn,3650,True,Classification,2,1,2
264,Summarise the clinical trial summary below in 50 bullets. Flag anything where the source is ambiguous instead of guessing.,26,True,one_shot,1690,True,Summarization,2,1,2
265,"Answer these from the support thread below only: what is the dosage, who owns it, and what happens if the deadline slips? Point out anything a reviewer would immediately push back on. Sanity check the arithmetic before you present any figure. Note any assumption you had to make to get there. Flag anything where the source is ambiguous instead of guessing. Give a rough confidence level for each conclusion and say what would raise it. Call out the two weakest points in the argument as you see them. Separate clearly what the data supports from what is your inference.",134,False,one_shot,9600,True,Closed QA,1,2,2
266,Summarise the clinical trial summary below in 6 bullets.,12,True,one_shot,1420,True,Summarization,2,1,2
267,Classify the records in the product spec attached by postcode.,14,False,one_shot,1150,True,Classification,2,0,2
268,Draft a short conference abstract announcing our work on container shipping.,15,False,one_shot,0,False,Text Generation,1,0,1
269,I'm going in circles on flat referral volume. Talk me through it. Give a rough confidence level for each conclusion and say what would raise it.,35,False,one_shot,1400,True,Chatbot,3,0,3
270,"Go back over all the shift handover logs in this thread and summarise how the story on grid-scale storage changed over time, keeping the numbers that support each shift. If the framing itself is wrong, say so before answering.",53,True,multi_turn,31760,True,Summarization,2,4,3
271,"Go through the 4 earnings call transcripts in this thread, extract the payment term and root cause for each, then compare them and flag anything inconsistent.",35,True,multi_turn,31530,True,Extraction,1,4,3
272,I need the renewal date for the Nairobi office out of the support thread below.,20,False,one_shot,1740,True,Extraction,1,0,1
273,Refactor this Java rate limiter to be async and keep the behaviour identical. Add type hints throughout and make it pass strict mode. Do not add any new third-party dependencies.,40,False,multi_turn,4280,True,Code Generation,3,2,3
274,"Given everything we covered about warehouse automation, compare the two options again and tell me which holds up better under pressure. Point out anything a reviewer would immediately push back on. Separate clearly what the data supports from what is your inference. Keep the scope to what is actually in front of you, not the wider market.",77,True,multi_turn,4040,True,Open QA,1,3,2
275,Give me the short version of the research paper attached.,14,False,multi_turn,1120,True,Summarization,2,1,2
276,I need a cover letter about warehouse automation by tomorrow. Then analyse which section is weakest for that audience and say why. Write it so a procurement committee could follow it without any background in the area. Flag anywhere you had to invent a detail I will need to check. Leave a placeholder where the legal team needs to insert the disclaimer. Assume the reader has already seen the teaser we sent last week. Do not use bullet points anywhere in the body. Open with a customer problem rather than a feature list.,126,True,one_shot,0,False,Text Generation,1,2,2
277,I'm going in circles on slow contract turnaround. Talk me through it. Separate clearly what the data supports from what is your inference. Note any assumption you had to make to get there.,45,False,multi_turn,420,True,Chatbot,3,1,3
278,What is the capital of Tallinn's region and roughly how many people live there?,19,False,one_shot,0,False,Open QA,1,0,1
279,"Looking back at the support thread I shared earlier, what did it say about the 2024 renewal?",23,False,multi_turn,4450,True,Closed QA,1,2,2
280,"Tag each row in the lease agreement below, then compare the distribution against the batch I sent earlier. Distinguish the near-term implications from the structural ones. Flag anything where the source is ambiguous instead of guessing. Separate clearly what the data supports from what is your inference.",63,True,multi_turn,58280,True,Classification,2,4,3
281,"Pull the top five takeaways out of the Slack export below and note anything the author leaves unsupported. If the framing itself is wrong, say so before answering. Give a rough confidence level for each conclusion and say what would raise it.",57,False,one_shot,3600,True,Summarization,2,0,2
282,"Label each of the 40 entries in the grant proposal below as billing, technical or account access.",23,False,one_shot,4580,True,Classification,2,1,2
283,Which of these 6 entries are worth escalating?,11,False,one_shot,1960,True,Classification,2,0,2
284,I need the email address for the 2024 renewal out of the customer review batch below. Sort the output by the most recent date first.,34,False,one_shot,1470,True,Extraction,1,0,1
285,Write a apology email aimed at a non-technical exec. Write it so a non-technical exec could follow it without any background in the area. Include two short quotes attributed to the engineering lead.,45,False,one_shot,1220,True,Text Generation,1,0,1
286,We're stuck on slow contract turnaround. Throw out some options.,14,False,multi_turn,750,True,Brainstorming,3,1,3
287,Draft a short cover letter announcing our work on swarm robotics.,15,False,multi_turn,430,True,Text Generation,1,1,1
288,I'm going in circles on onboarding drop-off after day two. Talk me through it. Note where the sample is too small to carry the conclusion. Give a rough confidence level for each conclusion and say what would raise it.,53,False,multi_turn,5980,True,Chatbot,3,2,3
289,Summarise the policy document below in 20 bullets.,11,True,one_shot,5320,True,Summarization,2,2,3
290,Write a 30-sentence grant abstract for the Q3 filing. Do not use bullet points anywhere in the body.,24,False,one_shot,0,False,Text Generation,1,0,1
291,Does the board deck attached support the claim about esports sponsorship? Quote the line if so.,22,False,one_shot,17820,True,Closed QA,1,2,2
292,"Label each of the 4 entries in the clinical trial summary below as billing, technical or account access. Leave the cell blank rather than guessing when a value is missing.",40,True,one_shot,1410,True,Classification,2,1,2
293,"Edit the Slack export below so it reads friendlier, then analyse what changed in tone versus the original. Give me three alternative headline options at the end. Then analyse which section is weakest for that audience and say why. Use British spelling throughout.",58,True,one_shot,15590,True,Rewrite,3,2,3
294,"Go through the Slack exports attached and mark which ones touch on microfinance. Treat blank and zero as different things. Sort the output by the most recent date first. Add a final row with the totals for the numeric columns. Normalise the currency values to USD and say what rate you used. Do not reformat any field I have not asked you to touch. Add a count of how many records fell into each bucket. Where a field appears twice with different values, show both.",115,False,one_shot,8680,True,Classification,2,1,2
295,"Based on the attached research paper, when is the postcode?",14,False,multi_turn,970,True,Closed QA,1,1,1
296,"Go through the audit reports attached and mark which ones touch on esports sponsorship. Use ISO dates throughout. Sort the output by the most recent date first. Strip out the internal test records before you count anything. Note which records you were unsure about and why. Preserve the original ordering of the records. Where a field appears twice with different values, show both. Do not reformat any field I have not asked you to touch. Return the result as a table with one row per record. Normalise the currency values to USD and say what rate you used. Flag any duplicate entries rather than silently collapsing them. Tell me how many records you skipped and on what grounds.",159,False,one_shot,34190,True,Classification,2,3,3
297,Ideas for a side project at the intersection of container shipping and creator payouts.,19,False,one_shot,0,False,Brainstorming,3,0,3
298,Give me the short version of the policy document attached.,14,False,one_shot,670,True,Summarization,2,0,2
299,"Using only the research paper below, does it say anything about student housing?",18,False,one_shot,5540,True,Closed QA,1,1,1
300,Condense that into a paragraph high school students could read in 30 seconds.,18,False,multi_turn,1130,True,Summarization,2,1,2
301,"Looking back at the Slack export I shared earlier, what did it say about the Q3 filing? Separate clearly what the data supports from what is your inference.",38,False,multi_turn,4850,True,Closed QA,1,2,2
302,"Based on the attached insurance claim file, when is the contract value?",16,False,multi_turn,1250,True,Closed QA,1,1,1
303,"Plan a 150-day itinerary for Chiang Mai around creator payouts. Keep it under 8 words. Match the tone of the style guide pasted below rather than your default voice. Avoid naming any competitor, even indirectly.",47,False,one_shot,0,False,Other,3,0,3
304,"Given everything we covered about urban composting, compare the two options again and tell me which holds up better under pressure. Sanity check the arithmetic before you present any figure.",40,True,multi_turn,17040,True,Open QA,1,4,3
305,Give me the short version of the grant proposal attached.,14,False,multi_turn,1090,True,Summarization,2,1,2
306,Does the RFP response attached support the claim about creator payouts? Quote the line if so.,22,False,one_shot,12580,True,Closed QA,1,1,1
307,"Looking back at the lease agreement I shared earlier, what did it say about vendor B?",22,False,multi_turn,8280,True,Closed QA,1,2,2
308,Does the research paper attached support the claim about creator payouts? Quote the line if so.,22,False,one_shot,4600,True,Closed QA,1,1,1
